GrLivArea,TotalBsmtSF,LotArea,BedroomAbvGr,FullBath,TotRmsAbvGrd,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Neighborhood,GarageCars,GarageArea,PoolArea,Fireplaces,BldgType,HouseStyle,SalePrice
2000,1387.0,9903,4,3,6,5,3,1946,1965,Mitchel,1.0,197.0,0,0,TwnhsE,SFoyer,236861
1251,,10100,5,1,8,9,6,1930,1954,OldTown,2.0,436.0,0,0,TwnhsE,1Story,244963
1108,640.0,3347,3,3,5,8,6,2004,2010,Edwards,2.0,441.0,0,3,1Fam,SFoyer,221171
1120,1209.0,6495,4,1,5,3,2,1945,1974,Edwards,3.0,758.0,0,1,1Fam,2Story,171784
614,877.0,6709,5,2,7,1,7,1925,1945,Somerst,3.0,631.0,443,2,1Fam,2Story,194552
1735,1235.0,12466,5,3,6,3,2,1904,1929,OldTown,3.0,490.0,0,1,1Fam,1.5Fin,203987
584,558.0,12616,5,2,7,4,6,1983,2002,NWAmes,3.0,557.0,0,2,TwnhsE,SFoyer,181102
885,621.0,10972,3,1,7,2,1,1951,1957,Edwards,0.0,0.0,0,3,1Fam,1Story,117211
500,767.0,12472,3,1,7,1,3,2004,2010,Mitchel,0.0,0.0,0,3,2fmCon,1Story,127844
1456,1023.0,9507,3,2,6,7,2,1974,1977,Edwards,2.0,403.0,0,0,1Fam,1Story,211841
1424,807.0,13605,2,1,4,8,7,1953,1965,NridgHt,0.0,0.0,0,2,1Fam,1.5Fin,256393
1336,1197.0,10026,3,2,5,7,4,1932,1944,Sawyer,2.0,352.0,0,1,1Fam,SLvl,208107
978,1308.0,10173,3,2,5,5,8,1949,1958,Gilbert,2.0,236.0,0,0,TwnhsE,1Story,195972
913,1179.0,9203,3,2,6,1,6,1937,1954,Edwards,,247.0,0,3,Duplex,2Story,152581
1732,1485.0,12053,4,1,8,7,4,1926,1942,Edwards,2.0,352.0,0,0,1Fam,1Story,233652
1224,1124.0,8736,3,3,5,7,5,1997,2010,Somerst,1.0,147.0,0,1,TwnhsE,1Story,222624
1658,634.0,12929,2,2,5,9,9,1914,1933,Mitchel,2.0,462.0,0,1,TwnhsE,1Story,254350
1057,1409.0,6603,5,3,7,3,7,1995,2007,Somerst,0.0,0.0,0,3,1Fam,SLvl,197562
1590,818.0,6703,4,1,5,9,9,1960,1976,NAmes,0.0,0.0,0,0,1Fam,1Story,217546
2151,1273.0,12062,1,1,3,1,7,1920,1941,Sawyer,0.0,0.0,0,2,1Fam,SLvl,199419
1793,1472.0,9734,3,3,4,1,1,1945,1948,Mitchel,0.0,0.0,0,2,1Fam,SLvl,190177
1293,1137.0,8638,5,2,8,4,8,1968,1968,Somerst,1.0,205.0,0,2,2fmCon,1.5Fin,226285
1628,551.0,12670,5,1,8,9,4,1905,1905,OldTown,3.0,729.0,0,1,1Fam,2Story,225392
1379,724.0,8178,4,2,8,6,3,1937,1951,OldTown,3.0,700.0,0,0,1Fam,1Story,198405
1503,1396.0,9399,1,2,3,3,7,1961,1973,Edwards,2.0,330.0,0,2,1Fam,1Story,208734
1337,,14197,6,3,9,1,3,1985,2001,Gilbert,2.0,,0,0,1Fam,1Story,192781
1417,1023.0,14617,2,1,6,4,8,1961,1984,Somerst,0.0,0.0,0,3,1Fam,SLvl,222796
1606,1227.0,14717,6,3,8,9,6,1981,2006,NAmes,0.0,0.0,0,2,2fmCon,SFoyer,270076
1003,1208.0,9153,5,1,8,3,5,1977,1984,Somerst,3.0,477.0,0,0,1Fam,2Story,189235
992,1083.0,13692,6,3,7,9,4,1973,1990,Somerst,3.0,819.0,0,1,1Fam,1Story,257780
805,937.0,7153,5,1,8,7,8,1945,1971,NridgHt,0.0,0.0,0,3,1Fam,SFoyer,213044
699,906.0,7279,6,1,7,4,8,1912,1924,Gilbert,2.0,424.0,0,3,TwnhsE,SFoyer,168081
891,1257.0,2948,5,1,9,3,1,1994,2010,Somerst,1.0,194.0,0,3,1Fam,SFoyer,172184
1579,1166.0,15018,5,2,9,10,9,1993,2006,CollgCr,1.0,205.0,0,3,1Fam,2Story,289627
1053,922.0,7408,4,2,6,5,5,1902,1909,CollgCr,3.0,588.0,0,1,1Fam,SFoyer,183826
1756,1324.0,9620,1,3,3,5,4,1993,2000,Edwards,3.0,686.0,0,1,1Fam,1Story,252139
1517,961.0,7269,5,3,7,3,6,1905,1931,NAmes,3.0,684.0,0,2,1Fam,1Story,210006
515,,12085,2,1,6,9,6,1992,2010,Gilbert,1.0,203.0,689,1,2fmCon,1.5Fin,267690
1827,772.0,8873,2,1,3,4,2,1907,1921,NAmes,1.0,172.0,0,1,TwnhsE,SLvl,172549
1905,706.0,6085,3,2,5,5,8,1943,1969,OldTown,0.0,0.0,0,3,1Fam,SFoyer,205451
1003,918.0,11324,5,2,7,4,7,2008,2010,Mitchel,2.0,305.0,0,1,1Fam,SLvl,174276
1710,,5698,5,2,9,5,1,2006,2010,Gilbert,3.0,569.0,0,3,Duplex,SLvl,268962
1071,758.0,7487,5,3,6,7,5,2007,2010,NridgHt,0.0,0.0,0,0,1Fam,SLvl,219050
1548,1056.0,3679,6,2,9,9,6,1932,1948,Gilbert,1.0,206.0,0,0,1Fam,SLvl,237423
867,802.0,5728,5,3,7,7,4,1980,2007,Somerst,0.0,0.0,0,0,1Fam,SLvl,191197
603,921.0,10535,5,2,8,5,2,1974,1998,Sawyer,1.0,,0,0,TwnhsE,1Story,160369
1308,546.0,4106,2,2,5,10,4,1976,2004,NridgHt,2.0,326.0,0,0,TwnhsE,2Story,233053
1438,933.0,5556,1,1,3,10,1,1949,1964,Edwards,1.0,165.0,0,0,1Fam,SFoyer,200759
1301,941.0,9992,1,3,5,7,7,1910,1932,NAmes,0.0,0.0,0,0,1Fam,SFoyer,182629
907,1162.0,8369,3,2,5,10,2,1994,1995,CollgCr,2.0,317.0,0,3,Duplex,1Story,238035
1300,1066.0,15976,2,1,3,5,2,1927,1948,NridgHt,1.0,261.0,0,3,1Fam,1Story,235263
1634,640.0,15501,5,3,6,3,9,2007,2010,Edwards,3.0,516.0,0,3,Duplex,SLvl,233272
1477,1325.0,7396,1,3,3,7,5,1969,1985,OldTown,1.0,172.0,0,3,1Fam,2Story,232471
1591,1063.0,11671,4,2,7,2,2,1940,1969,Gilbert,2.0,450.0,0,1,Twnhs,SFoyer,191955
1164,1059.0,12247,4,3,5,9,9,1915,1921,Gilbert,0.0,0.0,0,1,Duplex,1.5Fin,213002
2085,997.0,8207,4,1,5,10,9,1967,1979,CollgCr,2.0,498.0,0,2,1Fam,1Story,300793
911,844.0,5513,5,1,7,10,1,1998,2010,Sawyer,0.0,0.0,0,1,1Fam,1.5Fin,196788
1743,1065.0,9963,5,3,7,1,3,1947,1975,NAmes,1.0,216.0,0,3,1Fam,SFoyer,191196
2090,1142.0,9481,3,1,7,6,4,1955,1968,Mitchel,1.0,,0,3,1Fam,1Story,260545
1740,475.0,8692,3,3,5,7,7,1963,1992,Gilbert,2.0,335.0,0,0,2fmCon,SFoyer,230089
1398,838.0,11326,3,1,5,8,4,1958,1975,Mitchel,3.0,769.0,0,0,1Fam,1Story,234498
1235,923.0,7747,6,3,7,10,2,1989,2001,NAmes,1.0,207.0,0,2,2fmCon,SFoyer,239465
2018,1076.0,6544,4,3,5,9,7,1961,1971,OldTown,3.0,594.0,0,1,1Fam,1.5Fin,277436
788,1357.0,10327,5,3,6,2,6,1975,1995,OldTown,3.0,640.0,0,3,Duplex,2Story,176666
1014,768.0,11157,4,1,7,10,3,1910,1939,Mitchel,2.0,296.0,0,1,1Fam,1Story,206484
1301,850.0,6470,3,3,4,2,6,2000,2010,CollgCr,1.0,162.0,0,2,Duplex,1.5Fin,180389
2118,846.0,12784,5,3,6,5,6,1988,2003,Mitchel,3.0,570.0,0,0,1Fam,SFoyer,262316
1689,759.0,4688,2,2,4,5,5,1917,1939,Somerst,1.0,209.0,0,3,1Fam,1.5Fin,210808
1015,895.0,8265,1,2,5,6,4,1918,1934,Edwards,0.0,0.0,0,0,1Fam,1Story,149757
1344,1231.0,9225,1,3,2,3,1,1986,1993,NridgHt,3.0,520.0,0,3,1Fam,1.5Fin,244558
1192,683.0,8091,3,2,7,8,6,1954,1972,CollgCr,2.0,333.0,0,0,1Fam,SFoyer,213183
1145,1128.0,8304,4,3,5,1,2,2001,2010,Edwards,2.0,430.0,0,0,1Fam,SLvl,153318
1989,489.0,15613,2,2,3,6,3,1981,1995,Gilbert,3.0,587.0,0,2,Twnhs,2Story,283235
814,831.0,7447,5,1,9,4,8,1925,1933,NAmes,1.0,142.0,0,1,1Fam,2Story,140760
2304,901.0,17323,4,1,6,1,6,1905,1924,OldTown,0.0,0.0,0,0,Duplex,SLvl,197785
1914,1502.0,11311,3,3,4,7,3,1903,1912,NAmes,0.0,0.0,0,3,1Fam,1Story,233923
2045,917.0,10276,4,3,8,9,7,2007,2010,CollgCr,2.0,390.0,0,1,1Fam,1.5Fin,307161
1268,339.0,11428,3,1,4,4,4,1928,1948,NWAmes,2.0,405.0,0,1,2fmCon,1.5Fin,178838
1425,400.0,17589,6,1,9,4,9,1958,1980,Mitchel,1.0,160.0,747,0,TwnhsE,SLvl,271233
783,1010.0,7019,1,2,4,6,5,1997,2010,Somerst,2.0,392.0,668,0,1Fam,SLvl,267344
1237,1184.0,6638,1,3,4,3,3,1916,1945,Edwards,1.0,228.0,0,0,TwnhsE,SFoyer,141317
1746,1112.0,7735,4,1,7,6,2,2006,2006,Edwards,3.0,340.0,0,1,1Fam,SFoyer,256196
2148,1050.0,10096,2,1,4,7,2,1942,1966,Sawyer,0.0,0.0,0,2,2fmCon,2Story,253013
946,1348.0,4822,5,3,8,10,3,1979,1998,OldTown,3.0,450.0,0,0,1Fam,1Story,222887
1317,838.0,10067,3,2,7,10,2,1965,1973,Edwards,2.0,398.0,0,1,1Fam,1Story,235575
1424,1268.0,15080,5,2,6,3,4,1933,1954,CollgCr,0.0,0.0,0,1,1Fam,SLvl,181595
802,510.0,10454,1,2,5,7,2,1907,1921,NridgHt,0.0,0.0,0,3,1Fam,2Story,165738
1795,728.0,9121,2,2,5,3,9,1912,1912,NWAmes,3.0,746.0,0,0,1Fam,2Story,208674
1138,457.0,8145,2,1,4,2,2,2005,2010,Edwards,1.0,170.0,0,2,1Fam,SFoyer,144196
1402,917.0,12695,5,3,8,10,9,1907,1909,NridgHt,0.0,0.0,0,3,2fmCon,1.5Fin,257801
1274,986.0,7522,1,3,4,4,6,1993,2003,Edwards,1.0,185.0,0,0,1Fam,1Story,184199
1105,1034.0,15539,5,1,7,8,1,1995,1996,CollgCr,3.0,628.0,0,3,1Fam,2Story,241235
1496,1018.0,15800,4,1,6,9,4,1999,2010,NridgHt,3.0,508.0,0,0,1Fam,SFoyer,298402
1392,721.0,10770,2,1,4,7,1,2010,2010,Gilbert,1.0,188.0,0,3,Duplex,SFoyer,225840
1314,942.0,9965,2,3,4,1,6,1993,2007,Edwards,3.0,,0,2,Duplex,SFoyer,197373
1135,550.0,13091,4,3,6,3,4,1964,1975,Gilbert,0.0,0.0,0,3,1Fam,1.5Fin,171158
1659,,13284,1,3,3,9,3,1942,1942,Sawyer,,629.0,0,3,1Fam,2Story,280177
2326,,7582,2,2,3,1,3,1938,1950,OldTown,3.0,649.0,0,3,1Fam,SLvl,207406
1569,853.0,8420,6,1,9,9,9,1980,1993,CollgCr,0.0,0.0,0,0,TwnhsE,SLvl,246333
1998,1476.0,6032,6,1,9,8,6,1958,1982,Somerst,1.0,209.0,0,0,Duplex,SFoyer,293542
804,627.0,11227,6,1,8,1,9,1983,2007,CollgCr,3.0,883.0,336,2,1Fam,SFoyer,206858
1578,662.0,11999,3,3,7,6,5,1987,1994,Mitchel,1.0,246.0,575,3,TwnhsE,1.5Fin,292020
951,671.0,5950,3,1,5,5,2,1985,1992,Somerst,0.0,,0,1,1Fam,SFoyer,168355
761,979.0,8634,1,1,2,6,8,1992,2010,Mitchel,1.0,203.0,0,3,1Fam,2Story,200437
1130,1129.0,5958,4,2,8,10,5,1985,2010,NridgHt,1.0,198.0,0,1,TwnhsE,SFoyer,277751
2095,1221.0,7303,5,3,6,5,2,1943,1954,Sawyer,2.0,427.0,0,1,TwnhsE,SFoyer,256293
1975,1771.0,11653,1,1,5,6,4,1908,1908,NridgHt,2.0,374.0,0,3,Duplex,2Story,295791
1621,325.0,7799,5,3,9,5,9,1936,1946,Edwards,3.0,575.0,0,1,1Fam,1Story,191382
733,1182.0,9097,1,3,3,5,4,1973,1980,OldTown,2.0,356.0,0,1,1Fam,SLvl,175049
1401,832.0,5118,3,3,4,4,4,1935,1944,CollgCr,2.0,465.0,0,3,TwnhsE,SFoyer,184076
1650,824.0,10560,6,2,10,3,2,2000,2010,NAmes,2.0,418.0,0,0,2fmCon,2Story,201594
1587,814.0,9867,4,3,5,3,6,1991,2009,CollgCr,1.0,209.0,0,3,1Fam,SLvl,211467
578,727.0,7813,3,3,5,4,2,1927,1937,CollgCr,1.0,236.0,0,2,1Fam,1.5Fin,148297
1054,1505.0,9432,4,3,6,9,7,1941,1947,Somerst,2.0,473.0,0,1,TwnhsE,1Story,260807
1467,1252.0,10540,5,1,7,2,3,1942,1952,NWAmes,0.0,0.0,0,2,TwnhsE,SFoyer,193928
1768,1006.0,7555,1,2,3,9,3,1984,2000,NAmes,2.0,472.0,0,1,2fmCon,1Story,271301
500,1405.0,5571,2,1,5,1,5,1987,1987,Edwards,0.0,0.0,0,0,Duplex,SFoyer,107339
1418,546.0,15416,2,2,6,1,3,1941,1966,Mitchel,1.0,171.0,0,1,1Fam,SFoyer,162748
1571,600.0,8100,4,2,7,5,2,2003,2010,Gilbert,0.0,0.0,0,3,2fmCon,SFoyer,228558
1924,346.0,9709,6,3,8,6,9,1965,1985,Mitchel,1.0,221.0,0,1,2fmCon,1Story,233662
1846,,13032,6,3,10,6,2,1954,1974,OldTown,0.0,0.0,0,2,1Fam,1.5Fin,224219
1791,1048.0,20587,4,1,8,3,2,1971,1978,Sawyer,1.0,,0,3,TwnhsE,2Story,214483
1100,1030.0,6266,3,2,4,7,8,1947,1969,OldTown,1.0,205.0,0,2,TwnhsE,2Story,201161
545,1044.0,11349,2,3,4,9,9,1990,2010,Sawyer,2.0,386.0,0,0,1Fam,1.5Fin,199176
1303,576.0,7877,3,3,6,10,7,1921,1926,CollgCr,3.0,605.0,0,2,TwnhsE,1.5Fin,233882
2000,1240.0,8383,5,3,6,8,3,2000,2010,Somerst,,496.0,0,2,2fmCon,SFoyer,317104
2196,1071.0,7839,2,3,6,6,9,1926,1943,Edwards,1.0,198.0,0,2,1Fam,SFoyer,251128
1855,1219.0,6623,5,1,8,8,3,1992,1997,NWAmes,2.0,408.0,0,3,TwnhsE,2Story,287270
1714,432.0,9876,1,1,3,5,5,1966,1970,OldTown,3.0,745.0,0,0,1Fam,SFoyer,206844
1689,1093.0,5576,3,3,6,8,9,2007,2010,Somerst,3.0,575.0,0,0,Duplex,SFoyer,267478
1221,643.0,12840,4,3,7,10,3,1912,1930,Mitchel,2.0,360.0,0,0,1Fam,1.5Fin,207337
1434,880.0,10165,2,3,5,4,7,1944,1965,NWAmes,2.0,442.0,0,2,Duplex,1Story,217501
2334,1160.0,11267,3,3,4,10,1,1909,1916,NridgHt,3.0,314.0,0,3,1Fam,SLvl,330062
1028,1027.0,8601,4,3,8,8,4,1999,2007,CollgCr,,571.0,0,3,1Fam,SLvl,255422
2307,744.0,8898,1,2,4,10,4,1908,1924,NAmes,0.0,0.0,0,3,1Fam,SFoyer,267164
1338,1001.0,10862,2,2,6,2,7,1953,1955,NAmes,0.0,0.0,0,2,1Fam,SFoyer,163570
2162,540.0,6507,5,2,6,5,8,1926,1944,Gilbert,1.0,237.0,0,0,1Fam,SLvl,226624
796,1345.0,8926,1,2,3,9,1,1933,1943,CollgCr,3.0,739.0,0,2,1Fam,1.5Fin,229995
1792,938.0,7421,6,3,8,4,5,1900,1923,Gilbert,2.0,414.0,0,3,Duplex,SLvl,206096
1131,1335.0,7328,4,2,7,6,7,1931,1947,NAmes,2.0,306.0,0,2,TwnhsE,SLvl,209615
792,842.0,3670,2,2,3,1,4,1988,2008,Edwards,3.0,553.0,0,1,TwnhsE,SLvl,130946
1609,842.0,14017,2,1,4,9,4,1992,2010,Mitchel,1.0,187.0,0,0,TwnhsE,SFoyer,255100
2004,770.0,7940,1,2,2,1,4,1970,1971,Edwards,2.0,,0,0,TwnhsE,SFoyer,197572
1077,1262.0,13490,2,2,3,5,6,1966,1973,Somerst,3.0,605.0,0,3,1Fam,SLvl,243020
750,,13206,4,3,7,4,7,1983,2001,Mitchel,3.0,538.0,195,2,Duplex,SFoyer,218962
1454,1193.0,6142,1,2,4,3,2,1919,1925,NAmes,1.0,162.0,0,3,Duplex,SLvl,180315
1456,885.0,6734,5,2,6,6,5,1993,2010,Gilbert,3.0,521.0,0,2,1Fam,1.5Fin,248467
1774,407.0,17681,1,3,2,2,4,1934,1960,CollgCr,2.0,345.0,0,1,2fmCon,SFoyer,202275
1974,,15252,1,2,4,3,3,1998,2010,CollgCr,0.0,0.0,116,0,1Fam,1Story,225430
1470,646.0,9905,5,3,6,5,7,2002,2007,Sawyer,1.0,176.0,0,0,TwnhsE,SFoyer,200821
2427,1010.0,10772,6,2,9,9,6,1990,2008,NWAmes,3.0,605.0,0,2,2fmCon,1.5Fin,310952
1612,642.0,8107,4,1,8,2,7,1989,2010,NridgHt,1.0,229.0,0,0,Twnhs,1.5Fin,218931
1326,1277.0,11297,6,1,7,10,5,1977,1982,NAmes,3.0,617.0,0,2,1Fam,SFoyer,250035
694,972.0,7848,6,2,9,8,6,1916,1943,NAmes,0.0,0.0,142,3,1Fam,2Story,195294
1368,946.0,3902,6,1,7,2,5,1917,1918,Gilbert,1.0,229.0,0,1,Twnhs,SLvl,173942
1331,,6035,3,3,6,5,7,1944,1949,Sawyer,3.0,631.0,0,2,1Fam,SLvl,216305
1980,1289.0,10063,6,2,7,7,2,1992,2010,OldTown,0.0,0.0,0,1,1Fam,1.5Fin,254089
1731,993.0,6606,3,3,5,8,5,1983,1987,NWAmes,2.0,474.0,0,3,2fmCon,SFoyer,277864
910,768.0,9798,5,1,7,1,6,1952,1970,Edwards,3.0,678.0,0,3,TwnhsE,2Story,152687
1586,467.0,6776,4,3,5,6,6,1990,2009,Edwards,0.0,0.0,0,3,1Fam,1Story,196024
1835,794.0,7652,6,1,8,1,5,1981,1984,OldTown,0.0,0.0,641,2,1Fam,SLvl,240035
2264,814.0,12559,2,1,3,2,7,1967,1988,Sawyer,1.0,225.0,0,1,1Fam,2Story,221857
1943,1032.0,10742,5,1,6,1,8,1964,1989,NWAmes,3.0,701.0,710,1,1Fam,SLvl,306274
1880,896.0,9971,3,3,7,5,7,1900,1916,NAmes,2.0,462.0,0,0,1Fam,SFoyer,217907
1530,1206.0,12636,4,1,8,10,5,1957,1967,CollgCr,3.0,668.0,0,2,TwnhsE,SLvl,280080
1694,816.0,11441,1,2,3,9,1,1925,1928,NAmes,0.0,0.0,0,0,Duplex,1Story,210701
2124,982.0,14339,4,1,8,6,5,2008,2010,Edwards,2.0,299.0,0,0,TwnhsE,SFoyer,248351
833,1355.0,8620,4,2,8,1,2,1919,1931,Mitchel,,0.0,0,2,1Fam,1.5Fin,127144
1325,1102.0,8711,6,2,7,1,5,1986,2005,Gilbert,1.0,,0,0,2fmCon,2Story,179160
1113,981.0,6096,6,2,9,2,5,1909,1934,Gilbert,3.0,536.0,0,0,Twnhs,SLvl,161109
1689,,8713,3,2,4,9,2,1958,1974,NridgHt,,0.0,0,0,2fmCon,SFoyer,261987
2115,810.0,12894,3,3,7,3,5,1974,1982,Somerst,0.0,0.0,0,3,1Fam,SFoyer,257988
1201,744.0,13899,6,2,7,1,4,1940,1943,Edwards,3.0,469.0,0,2,Twnhs,SLvl,158008
500,837.0,12880,6,1,8,5,1,2004,2010,Sawyer,2.0,389.0,0,3,1Fam,1.5Fin,173766
1293,1226.0,4617,2,2,5,7,3,1904,1931,Gilbert,0.0,0.0,0,0,TwnhsE,SLvl,193952
1956,933.0,13249,2,1,6,6,1,1964,1977,Mitchel,,579.0,0,0,1Fam,1.5Fin,261517
1768,595.0,4484,5,3,9,1,5,1916,1934,NAmes,1.0,256.0,0,3,2fmCon,SLvl,159269
1714,1530.0,12694,6,2,7,5,4,1921,1946,NridgHt,1.0,180.0,0,0,TwnhsE,SFoyer,246695
1360,1095.0,8896,1,1,2,5,7,1997,2010,CollgCr,3.0,604.0,0,2,1Fam,1Story,233667
860,577.0,12107,2,3,3,6,5,2008,2010,Edwards,0.0,0.0,573,1,1Fam,1Story,209230
1757,867.0,6002,3,3,4,3,4,1940,1953,Somerst,3.0,684.0,0,3,1Fam,SFoyer,228149
1082,1033.0,13513,4,1,8,5,2,1992,1999,Sawyer,3.0,583.0,0,1,1Fam,1Story,199105
2592,1511.0,5605,5,2,6,7,4,1967,1990,NridgHt,0.0,0.0,0,1,1Fam,1.5Fin,319006
1785,667.0,7994,2,3,6,5,2,1968,1994,CollgCr,2.0,252.0,0,1,Duplex,SFoyer,202425
1209,1292.0,7005,4,1,5,5,8,1910,1937,Somerst,2.0,396.0,0,3,1Fam,1.5Fin,218654
1194,1419.0,4737,4,2,7,5,3,1955,1955,Somerst,1.0,203.0,0,0,1Fam,SFoyer,197355
1453,811.0,10283,2,3,5,10,9,1950,1959,NridgHt,2.0,454.0,0,2,1Fam,1.5Fin,280430
1380,916.0,15418,1,1,2,10,4,1920,1937,NAmes,3.0,542.0,0,0,1Fam,1.5Fin,253025
2058,689.0,18000,1,3,2,3,6,1998,2010,Sawyer,0.0,0.0,0,2,2fmCon,1Story,224223
1593,938.0,10291,5,3,7,1,5,1975,1982,OldTown,1.0,184.0,0,0,Duplex,SFoyer,172784
1134,989.0,13350,1,1,4,5,1,1925,1925,Somerst,2.0,405.0,0,1,TwnhsE,SLvl,191094
2445,1197.0,10696,5,3,9,9,9,1918,1929,Gilbert,3.0,682.0,0,1,1Fam,1Story,332045
1524,1327.0,11496,3,1,6,1,1,2008,2010,OldTown,1.0,172.0,0,2,1Fam,1.5Fin,189659
1884,775.0,8973,2,2,6,3,8,1959,1982,Mitchel,0.0,0.0,0,3,1Fam,1.5Fin,218035
1195,409.0,10585,4,1,5,4,9,1970,1985,NridgHt,2.0,420.0,0,0,1Fam,SLvl,214551
1681,993.0,11612,5,2,8,1,9,1946,1963,Somerst,3.0,569.0,0,1,1Fam,SLvl,230077
1655,1088.0,8264,1,3,4,1,1,1970,1973,Gilbert,0.0,0.0,0,2,TwnhsE,1.5Fin,186329
555,1074.0,9767,5,1,7,8,2,1925,1930,Mitchel,3.0,410.0,0,0,1Fam,SLvl,165519
2507,901.0,9824,6,1,8,2,1,1939,1950,OldTown,3.0,592.0,0,2,1Fam,2Story,238486
2145,1037.0,12479,5,1,8,8,2,1904,1930,CollgCr,3.0,570.0,0,3,Duplex,1Story,283972
1301,1454.0,6801,1,1,4,7,8,1920,1928,Edwards,0.0,0.0,0,3,2fmCon,SFoyer,183687
948,1114.0,9845,6,2,9,10,5,1977,1991,OldTown,1.0,216.0,0,0,1Fam,SLvl,200594
1673,887.0,15736,6,2,10,10,7,1903,1918,Edwards,3.0,696.0,0,3,2fmCon,SLvl,274721
1543,,13492,1,3,2,2,2,1922,1945,Gilbert,1.0,233.0,0,0,Twnhs,2Story,190634
1677,949.0,14047,6,3,8,6,8,2005,2010,Somerst,1.0,294.0,0,0,1Fam,SFoyer,258033
1595,1491.0,10073,2,3,3,6,6,1983,2006,Edwards,2.0,430.0,397,3,1Fam,2Story,303700
1753,945.0,10962,4,3,6,3,8,1914,1936,NridgHt,2.0,348.0,0,2,1Fam,SFoyer,239906
2223,994.0,13006,2,1,4,2,1,2008,2010,Gilbert,1.0,224.0,0,2,Duplex,1Story,248557
1784,,14680,2,2,4,1,1,1992,2004,Somerst,2.0,496.0,0,0,1Fam,SLvl,216589
975,1329.0,4145,1,2,4,6,7,1907,1931,Gilbert,2.0,428.0,0,1,Twnhs,1Story,196185
2181,1587.0,6053,1,2,3,5,8,1940,1941,OldTown,1.0,136.0,0,0,Duplex,SFoyer,242995
2320,1135.0,13928,4,2,5,9,3,1918,1920,Gilbert,0.0,0.0,0,2,1Fam,SLvl,279628
3076,1024.0,9169,5,3,7,1,5,2002,2010,OldTown,2.0,362.0,0,0,1Fam,2Story,278760
938,1011.0,7984,2,1,3,7,1,1945,1968,NridgHt,2.0,320.0,0,2,1Fam,1.5Fin,214304
1621,284.0,6237,6,2,8,5,7,1927,1956,Sawyer,,0.0,0,3,1Fam,2Story,194039
500,1223.0,8334,4,1,6,5,5,2009,2010,NridgHt,0.0,0.0,0,0,TwnhsE,1.5Fin,185367
1776,1040.0,5792,2,1,5,2,8,1990,1999,Mitchel,0.0,0.0,0,0,1Fam,2Story,195951
1225,1128.0,16273,5,1,6,3,8,1967,1975,OldTown,1.0,221.0,0,3,1Fam,SFoyer,190632
2461,,9932,6,1,8,7,9,1914,1939,Somerst,0.0,0.0,0,3,1Fam,1Story,282808
1112,884.0,9826,2,2,4,6,7,1998,2010,NWAmes,1.0,183.0,0,1,1Fam,1.5Fin,208458
655,876.0,11764,3,2,4,2,1,1936,1943,Sawyer,3.0,583.0,0,3,1Fam,SFoyer,138599
1264,1306.0,12887,4,2,6,6,3,1900,1909,NridgHt,3.0,509.0,0,1,1Fam,1Story,243869
512,886.0,12837,1,3,5,2,8,1966,1984,NWAmes,0.0,0.0,0,3,2fmCon,1Story,153684
1875,,13220,2,2,5,2,3,2010,2010,CollgCr,0.0,,0,2,1Fam,SLvl,229838
500,1129.0,8107,6,3,7,2,8,1923,1946,NWAmes,3.0,607.0,0,0,1Fam,SLvl,150754
1514,617.0,9106,6,3,9,3,1,1926,1930,Mitchel,1.0,203.0,0,3,2fmCon,SLvl,181573
500,961.0,12307,4,3,8,2,5,1939,1941,Mitchel,1.0,225.0,0,2,1Fam,1.5Fin,114650
1339,804.0,8417,4,2,8,4,4,1962,1987,NridgHt,0.0,0.0,0,3,1Fam,1.5Fin,207221
2321,341.0,9984,6,2,10,9,5,1960,1986,NWAmes,0.0,0.0,0,0,1Fam,1Story,272351
1680,1479.0,11196,6,2,7,6,8,1935,1950,Edwards,0.0,0.0,0,3,1Fam,1.5Fin,237049
1068,1210.0,12355,6,3,10,1,4,1997,2010,Somerst,3.0,693.0,0,3,Twnhs,1Story,225346
1484,1159.0,4666,2,3,3,8,4,1992,2006,CollgCr,2.0,557.0,0,0,1Fam,SFoyer,245729
1509,1049.0,12144,6,1,7,7,3,1923,1925,OldTown,,0.0,0,3,2fmCon,2Story,200272
1736,585.0,9298,1,3,3,10,7,1923,1934,NAmes,1.0,205.0,0,0,1Fam,1Story,245550
816,854.0,12122,6,3,7,3,3,2005,2010,Edwards,2.0,471.0,0,1,1Fam,1Story,159066
1796,1252.0,12330,1,2,5,1,3,1903,1923,CollgCr,1.0,185.0,0,3,Duplex,SFoyer,195071
500,684.0,14823,2,1,3,5,5,1966,1977,CollgCr,,392.0,0,2,1Fam,SLvl,173123
1185,240.0,14060,4,1,5,4,5,1933,1958,NAmes,3.0,,0,3,Duplex,SLvl,189701
1255,931.0,14039,1,1,4,10,6,1956,1970,Mitchel,2.0,,0,0,1Fam,SLvl,238297
1816,,14331,2,2,6,8,8,1948,1949,CollgCr,1.0,202.0,0,0,1Fam,1Story,255802
1511,1040.0,10874,6,1,7,1,6,1986,2008,Edwards,2.0,453.0,0,2,Duplex,1Story,195298
797,1218.0,10096,2,1,4,10,1,1952,1969,NridgHt,,447.0,0,2,1Fam,1.5Fin,242267
1007,1191.0,12618,6,2,7,1,8,1922,1941,Gilbert,1.0,261.0,0,0,Duplex,1.5Fin,155668
